Tweet,Offensive,Hate
ايه الجمال والهنا اللي انا فيه ده بحبها يا ناااااس ربنا ما يحرمني منك يا اينو يا رب مش عارفه اقولك ايه بجد ❤💙💙😘😘😘 @USER URL,NOT_OFF,NOT_HS
RT @USER: @USER والله منور بيك يا سوووو يا قمر انت ❤😘<LF>#ابتدي_يومك_عالراديو9090,NOT_OFF,NOT_HS
@USER وإنت للحين مو صدق إن إلي وصل بعض هالأعضاء يا مزدوج يا مزور في الطبيعي راضين عن أدائهم الكلام السنع عن الحكومة وهي عارفتهم شحص شحص,OFF,NOT_HS
يا ربي وانت ربي يا رب يا رب 🙏🏻🙏🏻,NOT_OFF,NOT_HS
اه يا اليغري يا جبان راح تتعبنا انت واياكس #يوفينتوس URL,OFF,NOT_HS
RT @USER: @USER عذراء يا أم الإله يا طاهرة نقيية صلي إلى لابنك الإله وحنينيه علينا أمينننن,NOT_OFF,NOT_HS
@USER عيب عليكي يا شيماء يا متعصبه لعبة الحكام دي انتم أساتذه فيها,OFF,NOT_HS
يا آهي يا أرقي يا دوائي ( تنقال لنفس الشخَـص ) شلون ؟,NOT_OFF,NOT_HS
يا حلوة يا بيضة يا ام الدلع مال فرقتك خابت يكونش الحظ اتمنع #للخلف_درر_يا_زمالك,OFF,HS
@USER يا حنين ع الوسط يا استك😂😂,NOT_OFF,NOT_HS
RT @USER: @USER يا سلام يا سلام.. صح لسانك يا سعود مدرسة ونتعلم فيها,NOT_OFF,NOT_HS
أبي وإذا قلتها فكأنني أنادي وأدعو يا بلادي و يا ركني ♥️.,NOT_OFF,NOT_HS
الكليه لما عرفت اني هطلع من السكن علي السلام أريح اعصابي يومين قررت اننا نروح لاخر الاسبوع لا وعندنا امتحانات طول الاسبوع ومش بس كدا عندك شفوي الاسبوع الجاي يا هناء يا بائسه علشان تبقي تقرري ترتاحي يومين . انا كان مالي ومال لغات مش كان زماني متجوزه وبغسل الهدوم ف بحر بلدي العظيم,NOT_OFF,NOT_HS
RT @USER: أنا أحبك و مدري إلى وين<LF>و أشوفك غير يا فاتنه يا فريده<LF>ولو أسجل الشعر و الدواوين<LF>ما أرى إلاكِ أجمل قصييده ❤️<LF>URL…,NOT_OFF,NOT_HS
@USER بيلعب يا توتنهام يا الستي والاقرب توتنهام وبيفوز وبيلعب النهائي قدام الليفر الاقرب واحتمال كبير يفوز بالبطولة الخامسة اياكس,NOT_OFF,NOT_HS
RT @USER: قووووووووووووووووووول الهدف باسم فيلانويفا يا حبيبي يا انيق يا رائع.,NOT_OFF,NOT_HS
شور || يا مهدي يا شهم || اداء: علي الخاقاني الناصري || كلمات: كرار البدي... URL عبر @USER,NOT_OFF,NOT_HS
RT @USER: الصدارة لك عرش يا زعيم و أجلس يا ملك 💙<LF>ونقول👇🏻😍🔥<LF> #صداره_بس,NOT_OFF,NOT_HS
RT @USER: @USER يلا يا خاين يا ابن الكلب يا هربان يا جبان اتفو علي شكلك انا مش عارفه انت قادر علي النفاق ده ازاي مهم تعمل انت…,OFF,NOT_HS
هلا يا حبي الاول ..هلا يا غايتي مشتاق <LF>هقيتك منت في قلبي واثرك داخل اعماقي ❤️❤️❤️,NOT_OFF,NOT_HS
يا اكرم من سأل و يا اجود من اعطى يا ذا الوجه الاكرم و الاسم الاعظم و العطيه الجُزلى لا ترد لي دعوة في بزوغ يومٍ جديد ❤️,NOT_OFF,NOT_HS
يا عالم الأسرار يا قابل الاعزار🙏🏻🙏🏻🖐 #BoyWithLuv,NOT_OFF,NOT_HS
@USER يا فرحة أمك بيك يا أهبل,OFF,NOT_HS
يا انت تجي يا النوم يجي ، ولو انت تجي افضل.,NOT_OFF,NOT_HS
RT @USER: يا عمرري يا الاتحاد 😭💛<LF>بيرجوفيتش💛💛💛💛💛😍😍😍<LF>الحمدلله<LF>ياخي الاتحاد سعادة<LF>شكرا للاعبين شكرا سييرا<LF>يارب تكمل💛💛😍<LF> #الاتحا…,NOT_OFF,NOT_HS
انت ماتطلب انت تامر وفيك روحي تلبيني <LF>احبك يا كبر حظي احبك يا بخت لي طاب!🤦🏻‍♀️❤️,NOT_OFF,NOT_HS
مش مسامحك يا صاحبي او يا اللي كنت فاكرك صاحبي🙂.,NOT_OFF,NOT_HS
@USER يا صلاة النبي يا صلاة النبي,NOT_OFF,NOT_HS
يا ما حلا يا سعود شاهي مخدر<LF>في جال شعبن تو ما سال سيله<LF>شوفته تجلي هم منهو مكدر<LF>وينساح بال الي حموله ثقيله URL,NOT_OFF,NOT_HS
اوفرررر لطافهههه تكفوون جيننن يا زق يا زق يا زق بس ذولي يجتمعون وهي مدري وينها يعنني مختفيه كلبه URL,OFF,NOT_HS
@USER يا رب والله يا صديقي ❤️,NOT_OFF,NOT_HS
يا رب يموتو يا رب يموتو يا رب يموتو يا رب يموتو يا رب URL,NOT_OFF,NOT_HS
RT @USER: ⚖۞═۩═ MK6KM ═۩═۞⚖ اللهــــــم إنّي أسألك بأن لك الحمد لا إله إلا أنت المنان بديع السموات والأرض يا ذا الجلال والإكرام يا حيّ يا…,NOT_OFF,NOT_HS
يا مسهل الحال يا رب 🙏,NOT_OFF,NOT_HS
#ساعة_استجابة <LF>اللهم انظر اليه نظرة رضا فإن من تنظر إليه نظرة رضا لا تعذبه ابداً اللهم أسكنه فسيح الجنان واغفر له يا رحمن وارحم يا رحيم وتجاوز عما تعلم يا عليم اللهم اعفو عنه فإنك القائل ويعفو عن كثير اللهم أنه جاء ببابك وأناخ بجنابك فَجْد عليه بعفوك وإكرامك وجود إحسانك.<LF>*متعب*💔,NOT_OFF,NOT_HS
RT @USER: مش هقعد اعيط فالكورنر مستني العاصفه زي كل مره و يا تيجي يا تغير اتجاهه المرادي هكمل زي ما انا ماشي,NOT_OFF,NOT_HS
يا حاضرًا ليس بغائب، يا موجودا عند الشدائد، يا خفيّ اللطف، يا لطيف الصُنع، يا حليمًا لا يعجل، اقضِ حاجتي برحمتك. 💙,NOT_OFF,NOT_HS
RT @USER: شايفه يا سعدية قولى مبروك لشعب السودان خلعوا البشير<LF>هاهاهاهاهاهاها<LF>بتضحك على ايه يا سمير <LF> لا يا بلدينا اصلى افتكرت موضوع <LF>ده…,NOT_OFF,NOT_HS
RT @USER: ياتاريخي يا اعجازي يا استثنائي وش سويت بعقلي ⁦❤️⁩⁦❤️⁩⁦❤️⁩⁦❤️⁩⁦❤️⁩⁦❤️⁩⁦❤️⁩⁦❤️⁩⁦❤️⁩⁦❤️⁩😭😭😭😭,NOT_OFF,NOT_HS
لن يدوم لك سوا صلاتك وطاعتك لله وسمعتك وطيبتك وذكرك بالخير ... هذي الحياة .. لن تأخذ معك شي للآخرة ... النهاية قبرك يا منور يا مظلم ... أتقو بانفسكم #اسقاط_القروض_لليوم_131 URL,NOT_OFF,NOT_HS
ابلع يا كاسياس يا كلب ... 1-3 ليفربوووول,OFF,NOT_HS
@USER و تيجي يقولولك يا عروسة في الآخر يا خسارة تعبك يا ميشا 😂😂😂,NOT_OFF,NOT_HS
Happy Birthday &lt;3 <LF>كل سنة و انت طيب يا شيفووو يا حبي .. عقبال 100 سنة صحة وسعادة وسلام URL,NOT_OFF,NOT_HS
وحشتينا يا غالية يا بنت الغاليين URL,NOT_OFF,NOT_HS
RT @USER: يا دلعوا يا دلعوا والله ، ربي يسعد قلبك يا بطه ❤❤ URL,NOT_OFF,NOT_HS
@USER اخرص يا أعرابي يا وقح فلن تعدو قدرك يا سافل,OFF,HS
@USER حسين تاج رأسك يا كلب امت وامثالك يا مرتزقة الإعلام يا مخرف شوف عمرك كم <LF>حسين أرجل منك انت و كل طواقي والخدم,OFF,NOT_HS
"اللهم إني أشكو إليك ضعف قوتي، و قلة حيلتي، وهواني على الناس ،يا أرحم الراحمين ، يا أرحم الراحمين ، يا أرحم الراحمين ، أنت رب المستضعفين، وربــي، إلى من تكلني .. إلى بعيد يتجهمني، أم إلى عدو ملكته أمري, إن لم يكن بك غضب علىَّ فلا أبالي و لكن عافيتك هى أوسع لي أعوذ بنور وجهك",NOT_OFF,NOT_HS
@USER @USER قولوا امين :) <LF>يارب يا عزيز يا رحمن يا رحيم يا عظيم يا خالق السموات و الارض ان لا يرفع كاس دوري محمد بن سلمان هذا الموسم و كاس سمو خادم الحرمين غير الشاااامخ ابن السويلم 💛💙💛💙💛💙💛,NOT_OFF,NOT_HS
@USER حقيقي عمرو واكد العظيم في كل شيء ورجل في زمن قل فيه الرجال فعلا ده ابن مصر الأصيلة ربنا يكتر من أمثالك في زمن المنافقين والجبناء والمطبلاتيه وخليك في حالك وآه يا بلد آه يا خسارة يا مصر يا صاحبة التاريخ والحضارة URL,NOT_OFF,NOT_HS
الله لا يوفقك يا خرا يا برازيلي يا تبن,OFF,HS
@USER يا لبيه يا فتى الدواسر 😘,NOT_OFF,NOT_HS
@USER يا مال الصيب يالله يا مالي<LF>طال المطال يا شينة تعالي<LF>طال المطال وخطرتي عالبالِ<LF>ما يبلى هالزول عالشدقِّ العالي<LF> 😂,NOT_OFF,NOT_HS
RT @USER: @USER اضرب يا مصري في المضمون يا عميق👍,NOT_OFF,NOT_HS
@USER @USER انتفاهم بينا اطلع منها يا نيجيريا يا خدمى 👹👹👹<LF>و صبااااااحك ❤️,OFF,HS
@USER يا صباح الورد يا ابو دعيج 😍🌹,NOT_OFF,NOT_HS
@USER يا سلاااام يا روان كان نفسي اخد معاك سلفي 💚💚👌🏾👌🏾,NOT_OFF,NOT_HS
@USER باْذن الله تعالى قريبا قريبا جدا يجمعنا الله بدعوتنا وان كانت في مشارق الارض لقد حققها ربي حقا وسيجمعنا قريبا جدا بها بوقته هو وندرك وقتها انه افضل وقت اللهم لك الحمد ولَك الشكر يا عظيم يا كريم يا جواد يا حي يا قيوم يا ذا الجلال والإكرام,NOT_OFF,NOT_HS
@USER بص يا ابو حميد يا ابن العمدة يا اجدع اهلاوي .. ملخص القصة ان احنا حياتنا مش كلها حلال .. فيه حاجات مصنفة من ضمن الحرمانيات .. بس احنا بشر وبنغلط وبنستغفر .. بس الاصل اننا منحاولش نحلل الحرام .. اللي في فيديو من وجهة نظر دينية فهو حرام,NOT_OFF,NOT_HS
RT @USER: يا عيونها و الليل .. حبر و قصيد و شمع<LF>و أجمل معاني الشوق .. حرفٍ كتبه الدمع <LF>يا أهل الهوى يا ليت .. كل القصايد بيت <LF>و كل المع…,NOT_OFF,NOT_HS
@USER 🌹❤️ <LF>مبروك يا دوحة يا حبيبي اخيراً فرحت 😘,NOT_OFF,NOT_HS
كس امكم يا عيال الحرام يا ابناء الزانيه الشرموطه اللي تحت نعالي انيككم فرد فرد يا ابناء المعرسه ترى امكم منيوكه ابوكم ناكها يا ابناء العهر كس امكم فيه حليب,OFF,NOT_HS
RT @USER: #أسامه_اللوغاني اللهم يا باسط اليدين بالعطايا، يا قريب، يا مجيب دعوة الداع إذا دعاه، يا حنان، يا منان، يا أرحم الراحمين،…,NOT_OFF,NOT_HS
RT @USER: يا هنيدي يا عمرو يااديب الاهلي ف الصداااااارة خبوا الحصالة اددددددااا 😂😂 @USER @USER #للخلف_درر_يا_زمالك,OFF,HS
@USER هيو يا سيوة يا قردة يا حليوة😂😂😂😂😂😂😂😂,OFF,NOT_HS
لو سمحتي يا آنسه .. يا آنسه ..<LF>ممكن تحطي إيديكي علي حواجبك عشان الولاد خايفين وعاوزين يعدوا من جمبك 😂,OFF,NOT_HS
RT @USER: صل الله عليك يا موﻻي يا رسول الله (ص) صل الله عليك يا موﻻي يا ابا عبد الله (ع) يا رحمة الله الواسعه ويا باب نجاة اﻻمه ، ما…,NOT_OFF,NOT_HS
ربّما، ليس في الأرض حبٌّ غيرُ هذا الذي نتخيّلُ أنّا سنحظى بهِ ذات يومٍ، لا تَقِف! تابع الرَّقصَ يا أَيُّها الحبُّ، يا أيُّها الشِّعر، حَتَّى وَلو كان مَوْتاً. أدونيس. URL,NOT_OFF,NOT_HS
يا ذيب جيت أشكيلك الحال يا ذيب<LF>جيتك وانـــــا يا ذيب نفسي عليله<LF>مقبل عليك ومرتجي منك ترحيب<LF>ودّي بقربك فوق راس الطويـــله URL,NOT_OFF,NOT_HS
اللهم من أرادنا وأراد بلادنا وأمراءنا وعلماءنا ورجال أمننا بسوء فأشغله بنفسه واجعل الدائرة عليه وافضحه في قعر داره يا قوي يا عزيز ..<LF>#الزلفي,NOT_OFF,NOT_HS
وين ما شفناك يا تاج الجمال<LF>وين يا رمز المحبه و الوصال<LF>وين ما بينت في الدنيا الوسيعه<LF>لا خبر منك ولا حتى اتصال,NOT_OFF,NOT_HS
تقريبا كده ف مشكله لما بلاقي واحدة بتعجبني.. يا اما بتطلع هبلة يا مرتبطه يا متجوزة ومعاها عيال.. في حاجه غلط ف الترموستات بتاعي😂😂,NOT_OFF,NOT_HS
@USER #عتق_رقبة_العبودي<LF>يا ال تغلب يا ال زايد يا هل المجد المسمى <LF>وقفةً تذخر لغير اليوم ما تبري الحثومه <LF>الفزع ثم الفزع ثم الفزع يا اخوان شمى <LF>ما يثبت ماقف الرجال غير ابنا العمومه<LF> مبارك ابن عبدالله الحقباني #الحقبان,NOT_OFF,NOT_HS
@USER @USER يا ام راكان مالك غير الدعاء له <LF>فإن فقدة امي وهي كنز من كنوز الجنة <LF>بس كل يوم ابكي على فقدها و انا في عمر صغير الدنيا بدون آب و أم ولا شيء فيها <LF>رحمك الله يا بس يا كم مشتاق لك 😭😭😭😭😭😭,NOT_OFF,NOT_HS
يا رضا صبح السماحه يا ذو الوجه البشوش<LF>من يصبح وجهك السمح وش عاده يبي ❤️<LF>صباح الخير,NOT_OFF,NOT_HS
هانت يا مريومة يا حبيبة قلبي معلش,NOT_OFF,NOT_HS
@USER يلا يا عسل يا سكر يا قمر جاوب معايا السؤال دا و انا هدعيلك دعوة حلوة 😂😂😂,NOT_OFF,NOT_HS
@USER يا جبروتك يا ريم 😂😂😂😂😂💔<LF>انا نرفزتهم بس هم ماسكين ف بعض بس ناو 😂😂😂💔,NOT_OFF,NOT_HS
RT @USER: دموعك غاليه يا فرجاني . سلامات يا موسيقار URL,NOT_OFF,NOT_HS
@USER يا قلبي الناس الي يا قلبي يعني,NOT_OFF,NOT_HS
يا أفندى يا محترم ميصحش اللى الأهلى فيه ده,NOT_OFF,NOT_HS
دائمًا نستخدم عبارة يا ليت أستبدلها وقل يا رب فالأولى جالبة للغم مُحبطة للهمم والثانية مبشرة بالإجابة والنعم #الحركان_في_ربيع_نجران,NOT_OFF,NOT_HS
@USER تكسب الرهان يا إتش يا أغلى الغاليين URL,NOT_OFF,NOT_HS
الحاجه الوحيده اللى بستناها بفارغ الصبر كل رمضان رامز بجد بجد لو رمضان عدى من غير ما اتفرج عليه يبقى رمضان ضاع 💗💗💗 ربنا يديمك يا رامز يا اللى مدخل الضحك جوا بيتنا <LF>@USER 👏🏻👏🏻,NOT_OFF,NOT_HS
@USER @USER @USER @USER يا كبير انت يا مخلص جميع البطولات ترى كلك على بعضك ٢٣ بطولة,NOT_OFF,NOT_HS
@USER يا مساء الخيرات يا الكوكب الساري,NOT_OFF,NOT_HS
يا ليالي العاشقين يا ليالي اللي حبوا واللي تاهوا واللي لسَى مغرمين🎶,NOT_OFF,NOT_HS
RT @USER: اللهم آتنا في الدنيا حسنه و في الآخرة حسنه و قِنا عذاب النار وأدخلنا الجنة مع الأبرار يا عزير يا غفار <LF>#صدقه_جاريه 🌿,NOT_OFF,NOT_HS
انتوا الاولين و الاخرين و انتوا البدايات و النهايات، يا كل الحب يا اهل الود و الحنين يا مدللين.,NOT_OFF,NOT_HS
يا انا دلوعه يا الحر مو طبيعي😭,NOT_OFF,NOT_HS
RT @USER: #صباحك_ومطرحك_في_الاجازه يا اهلا يا اهلا بالترند وماكنا ومطرحنا بقااا 💃🏻💃🏻💃🏻💃🏻💃🏻 URL,NOT_OFF,NOT_HS
يا اويحي يا طحان يا رخيس....<LF>مكاين والو خاوتي<LF>تفكرتو برك,OFF,NOT_HS
يا ودود يا ودود يا ذا العرش العظيم يافعال لما تريد يا مبداء يا معيد اسالك بكل اسم سميت به نفسك ان تشفي ريناد عيسى شفاء لا يغادر سقم اللهم يا رب الناس يا حنون اشفي ريناد فأنها اختي و صديقتي لا تريني فيها مكروه يارب اشفيها شفاء لا يغادر سقم.,NOT_OFF,NOT_HS
@USER فايف دى تحطها فى ..... يا ابن العبيطة يا بواب .شوال الرز شاريك .فاكر ال 6 بيبو وبشير . ولا خمسة كوتوكو,OFF,HS
زود كمان يا عبدالفتاح يا سيسي ميهمكش URL,NOT_OFF,NOT_HS
RT @USER: @USER يا الجيتي يا الجيتي رحتي ولا جيتي، دعمتي الشبه رقمج صفر واحد.,NOT_OFF,NOT_HS
RT @USER: عاش يا اسلام يا جمال يا لاعيب يا علق ، تعيش وتاخد غيرها يا حيلتها وبطل تتنطط,NOT_OFF,NOT_HS
هذي السنين ستنقضي و ستفرحين و ستضحكين و تسعدين و تنعمين ستودعين الحزن يا روح اصبري فاللهُ يا روحي يحب الصابرين:(,NOT_OFF,NOT_HS
يا متجاهلني يا جاهل عن شعوري<LF>يا مضيع قلبي بينن الوصل والصدد,NOT_OFF,NOT_HS
يا عـسانـا نـبـقى يا عـمري حـبايـب وحـبنـا يكبر معانا ♥️,NOT_OFF,NOT_HS
واااي المؤتمر الصحفى في السودان واحدة كدا قالت يدو المرأة 30% في الحكومة الإنتقالية 💔 ليه 30 كدى قولي لي ال 50% دي عيبها شنو؟ يا كوزة يا مندسه كمان قالت يخلو كل الأحزاب تشارك في الانتخابات,OFF,NOT_HS
الحمدلله بعد غياب طويل رجعت لشغفي الاول و الأخير و سجلت هدفين هيدر و دبل كيك، يا خسارتك يا رضا 😂💔 URL,NOT_OFF,NOT_HS
@USER وانت طيب يا كاشف يا حبيبي ❤️❤️ سنه سعيده عالناس كلها يا احرف واحد في المعادى 🙏🙏😎,NOT_OFF,NOT_HS
@USER ما شاء الله تبارك الله. يا لجمالِكَ يا اخي الذي لم تلده أمي. والدك رحمه الله كان شخصاً لا مثيل له وأنتم ابناءه وبناته مِن بعده كذلك. محظوظ بك وسعيد جدا لفرحتكم. الف الف مبرووووووووك 🌹❤️,NOT_OFF,NOT_HS
RT @USER: يا نظام يا مغرور كل البلاد DARFUR URL,NOT_OFF,NOT_HS
@USER @USER الله يا فودة يا سفاح الاندر ايدج,NOT_OFF,NOT_HS
نضت من النوم رقيلي لقيت خويا الصغير يقولي صح النوم يا شمسي يا قمري يا ملاكي ماعش رقالي 😂😂😂😂,NOT_OFF,NOT_HS
تكفه خيي دوا الغده ١٣٧ غير موجود والي عندنا ينتهي صلاحيته بتاريخ٢٧ ابريل والكل يقول خاطبكم حتي الو صحه ما عطتنا جواب وانت المسؤول عن الادويه لو سمحت والله خاطبنا كل مكان غير موجوده هذي الجرعه وتري طبيا ما يصير ناخذ جرعات ونكسرها يا خييي يا البدر شوف شنو قصه هذا الدوا١٣٧ للغده URL,NOT_OFF,NOT_HS
@USER يارب يا واحد يا احد يا صمد يا حي يا قيوم اجعله من نصيبي,NOT_OFF,NOT_HS
RT @USER: الفتره دي صعبه اوي يا تخلص يا ربنا ياخدني بقا,NOT_OFF,NOT_HS
يا عيباه يا حسافاه اليمني بيهان بكل مكان وهذا كله بسبب قيادته الملعونه المرتزقة والمشكله نحن كجنوبين والله ثم والله اننا نحترم ونقدر الشعب في الشمال وكل خلافنا سببة قادتهم السرق واعمالهم في الجنوب متى يصحى الشعب اليمني ويشوف الاهانات من كل البلدان متى ويبني علاقة حب مع الجنوبيين URL,NOT_OFF,NOT_HS
@USER ما أروع كلامك يا كبتن يا ليت أشوفك بالجهاز الفني,NOT_OFF,NOT_HS
راجع تقوللي عايزني دوا سلامات يا هوا<LF>على عيني يا ريت<LF>ده احنا اللي فات دفنينو سوا سلامات يا هوا<LF>ولا انت نسيت<LF>وفر هواك عشان بجد ميلزمنيش<LF>كان ليا فيه ودلوقتي مليش<LF>ابعد بقى وسيبني,NOT_OFF,NOT_HS
يا كُلَّ كُلي يا كَمالي ومُكمِّلي ..,NOT_OFF,NOT_HS
@USER 💚 اللهم صل وسلم وبارك عليك يا حبيب الله يا حبيبي ياسيدي ياشفيعي يا محمد 💚,NOT_OFF,NOT_HS
يا معذبي بالحب يا قدوة اهداي يا روح روحي يا رجاي وعمايه💙💙. URL,NOT_OFF,NOT_HS
ياعُمري يا الكسندر يا أفضل مُهاجم أجنبي هههههههههههههههههههههههههههههههههههههههههههههههههههههههههههه,NOT_OFF,NOT_HS
يا نوم يا نعال رح لرتاااج,NOT_OFF,NOT_HS
@USER عيب الي قاعد يصير في حركة النقل الداخلي انت تتعامل مع معلمين ومعلمات وليس اطفال التطنيش الي يصير لابد من ان تحاسبو عليه يا تعلن يا تاجل مشكله اذا اوكل الامر الى غير اهله .,NOT_OFF,NOT_HS
#ايناس_مننا_مصرية_زينا<LF>طظ فى عدلى كوهين وياكوف المنيسى <LF>طظ فى المخرج نصر الأقرع <LF>طظ فى شوخير المغربى <LF>طظ فى كل المنظومة الفاسدة فى الرياضة المصرية<LF>طظ فى الواد لوسى ابن طنط فكيهة <LF>علاء كاذب <LF>طظ فيكم كلكم وفى اذنابكم يا مرتشين يا فسدة يا حرامية .,OFF,HS
RT @USER: @USER @USER @USER كومنت حلو اننا ننهي بيه يا الكلام يا غزال ❤️<LF>تصبحو علي خير يا ولاد 😍,NOT_OFF,NOT_HS
@USER فاشله 😢😱<LF>على فكره انا بجيب دايما يا الاولى يا اما التانيه على المدرسه 😏,NOT_OFF,NOT_HS
قول يا زمان ارجع يا زمان 💔<LF>الاتحاد 😔 URL,NOT_OFF,NOT_HS
يا نايمين يا بالخاص &gt; شتبين الحين 😒📌..,NOT_OFF,NOT_HS
الله لا يسامحك يا موستافي يا ازبل مدافع شافته عيني طار الثالث,OFF,NOT_HS
RT @USER: #الاتحاد_النصر وين هياطكم يا جمهور النصر يا صغير الرياض,OFF,HS
اصحي اصحي يا نايم الاهلي الاول يا بهايم,OFF,NOT_HS
RT @USER: الأهلاوى يعمل لايك والزملكوية يعملو ريتويت واللى مالوش فى الكورة ادخل سلم ومعاك ورده يا حمره يا بيضه ..لما نشوف مين يكسب…,NOT_OFF,NOT_HS
@USER يا حنية قلبك يا سيدنا 🤦🏻‍♀️,NOT_OFF,NOT_HS
يا فهد يا فهد يا فهد والله حرام الي يصير حرام,NOT_OFF,NOT_HS
"RT @USER: ""جاييك كايسلك يا نورة <LF>لا كت متسول لا صايع لكن العسكر باغتني <LF>يا نحس الحلم الباختني يا عفن الأيدي المأجورة""",OFF,NOT_HS
فجأه قالك لا !! الرأس ماليه حلوة والاشتراكيه وحشه ! علي ابن الجنايني ياخد هنادي بنت عمه علشان يستر عليها ! و انجي بقي تتجوز تامر لانه من مستواها وشقلبونا ياحج و دورنا ودوخونا يا لمونه يا لمونه ( جودة المصري ),NOT_OFF,NOT_HS
@USER بدري عليك وعلى اهلك و طوايفك الخونة بأنك تتكلم على آسيادك يا عبد الريال القطري يا إخونجي. <LF>دبي تتمنى إنك تزورها ولو نص يوم، معزبك راعي الريال القطري حاول بأن يجعل مدينته مثل دبي ولم يستطع، و الحوثي وحزبك القذر ولو بعد مئة عام لين يأتوا ,OFF,HS
RT @USER: تبا لك يا الشيطان الاكبر يا اميركا يا صهيونية.... هلا بالك بمكافاة ملايين الدولارات لكل من يقدم خبر عن مقاومة #حزب_الله وما…,OFF,HS
"RT @USER: الشغلة دي ماشة ب مفهوم ""البقاء لصاحب البال الأطول"" .. ثورة معجونة ب ويكا شغل بتاع لواييق .. يا انتوا يا انحنا !<LF>انحنا و…",NOT_OFF,NOT_HS
RT @USER: مش هنبطل شقاوه يا ولد يا شقي 😂😂💔❤💖<LF>ألف سلامة عليك وانشاء الله الجرح يلم بسرعة ❤❤ URL,NOT_OFF,NOT_HS
@USER @USER والله يا خنزيرة يا بنت الخنزير أقل شئ مافعلوا بها لأن الوطن أغلا من تفاهتكم,OFF,NOT_HS
RT @USER: قد خذينا مع تهاتيه الليالي سجّه <LF>ذعذعي يا نود ولا يا هبايب هبّي<LF>ودي اقضي ما بقى لي بين صوم وحجّه <LF>ممتلن متني ذنوب وتحت رحمة ر…,NOT_OFF,NOT_HS
@USER هيا ورينا مكوتك يا مهايطي يا كذاب ههههههههههههههه ههههههههههههههه 😂😂😂⁦👎🏼⁩⁦👎🏼⁩,OFF,NOT_HS
يا مهدينا يا قمرُ.. عجِّل إنَّا ننتظرُ<LF>#ولادة_المخلّص 🌸💚 URL,NOT_OFF,NOT_HS
"#الرياض_الان<LF> ""يا من أظهر الجميل وستر القبيح، يا من لا يؤاخذ بالجريرة، يا من لا يهتك الستر، يا عظيم العفو، يا حسن التجاوز، يا واسع المغفرة، يا باسط اليدين بالرحمة، يا باسط اليدين بالعطايا، يا سميع كل نجوى، قل لا امانينا كن فيكون .""",NOT_OFF,NOT_HS
RT @USER: يا راحة الروح يا رجواي و احلامي💛,NOT_OFF,NOT_HS
يا رقيقة .. يا إنهزام الكذب في وجه الحقيقة <LF>يـ اللي نظراتك شعر و باقي ضحكاتك موسيقى .,NOT_OFF,NOT_HS
@USER يا عم بقا يا عم انتوا ايه معندكمش اخوات بلاستك,NOT_OFF,NOT_HS
"صورتك الجديده قمر وأرتيستيك كدا يا حلوه انتي يا أرتيست &lt;3 — Thank you, sweetheart ❤️❤️ URL",NOT_OFF,NOT_HS
يا صباح يا عليم رزاق يا كريم<LF>يا رب انصرنا و لا تفضحنا فضيحه الاهلى فى افريقيا <LF>😁😁😁,NOT_OFF,NOT_HS
@USER و المقطع الاول لجونكوك بعد جيمين و جين 😍😍 صوته يا جماعة يا ناس يا عالم يا هووو 😭😭,NOT_OFF,NOT_HS
@USER سلامات يا رسام يا عالمي<LF>بإذن الله بسيطة ومش هتطول وترجعلنا ف اقرب وقت يارب يا مايسترو 😍❤,NOT_OFF,NOT_HS
RT @USER: يا شين وقتي دونك يا سودها الايامي.,NOT_OFF,NOT_HS
#يا_وطني_السودان. انا بفخر بيك يا وطني زيك مالقيت يا وطني.<LF>في وجودي احبك وفي غيابي يا وطني يا بلد أحبابي تحية من كل قلبي لي كل الشعب السوداني الغربة حالت بيننا يا وطني ولاكن الروح دوما معاك وطني الحبيب ❤️❤️❤️ URL,NOT_OFF,NOT_HS
RT @USER: سقطَت يا اب ريش <LF>سقطَت يا حسن<LF>سقطَت يا رزقا<LF>سقطَت يا سمل<LF>سقطَت يا عم معاوية <LF>سقطَت ياا سامي<LF>سقطَت يا سنهُوري<LF>سقطَت يا هزّاع…,NOT_OFF,NOT_HS
وووو يا خطا يا رؤوف خليف المخرج عم يعيد اللقطة 😂😂 وعطاها ردة فعل<LF>@USER,NOT_OFF,NOT_HS
محدش يعرف دول للإكتئاب بجد انا بموت و مش عارف أية السبب جربت كل حاجة مفيش حل غير دوا يا يموتني يا يجيب نتيجة — أولا الانتحار دا حرام جدا متبقاش عايش مكتئب وتموت منتحر العذاب دنيا وآخره يعني وبعدين فكر اننا داخلين ع شهر رمضان يعني ربنا قادر ان يخرجك م ا… URL,NOT_OFF,NOT_HS
يا ناظري يا جنة الشوف و حُب عيني💙,NOT_OFF,NOT_HS
اسمها دولة احتلال صهيونية، والعلم علم احتلال ملعون، يا فهمان يا بتاع العلم URL,OFF,HS
صباح الخير يا جميلة الجميلات يا حلمي البعيد تريقي زين و شربي شي يصحصحج — اوكي الصبح ان شاءالله😂 URL,NOT_OFF,NOT_HS
الله يطلع عينكم انت ومصر دي كلها يا حلبي يا حاقد والسيسي ده تاني يقعد ليكم كدا ٥٠ سنة يقتلكم ويعذبكم وان شاء الله الأمن المركزي حق السيسي بقبضك ويعذبك لحدي ما يشلوك و يسببو ليك عاهة مستديمة يا حلبي يا معفن انت 💦 URL,OFF,HS
